,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Pearson_r,Pearson_p,Sig,Best_Params,Features,Time_sec
64,MutualInfo_p80,16,Lasso,0.5297,0.5121,0.4153,0.0089,0.1299,0.08949845784230849,n.s.,{'model__alpha': 0.01},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",0.3
65,Spearman_gt0.30,5,CatBoost,0.5282,0.5126,0.414,0.0068,0.1297,0.08984304541036224,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",2.7
66,Lasso_NonZero,28,RandomForest,0.5289,0.5137,0.413,0.0028,0.1291,0.09138493006378205,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","struggle_ratio, grind_capacity, score_velocity, hint_reading_duration, hint_reliance_ratio, tuas_dominance, keypad_dominance, hesitation_penalty, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.7
67,Pearson_gt0.15,10,Ridge,0.5252,0.5124,0.4135,0.0077,0.1271,0.09653137805502766,n.s.,{'model__alpha': 500.0},"sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.2
68,RF_Importance_med,40,KNN_Regressor,0.5387,0.5168,0.4154,-0.0095,0.1267,0.09761449442716585,n.s.,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.7
69,MutualInfo_p80,16,PLSRegression,0.5281,0.5153,0.4171,-0.0036,0.1264,0.09847274590104463,n.s.,{'model__n_components': 3},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",0.2
70,Spearman_gt0.15,13,CatBoost,0.5267,0.5126,0.4135,0.007,0.1263,0.09885573431527235,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.6
71,Kendall_gt0.10,13,CatBoost,0.5267,0.5126,0.4135,0.007,0.1263,0.09885573431527235,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.4
72,MutualInfo_p90,8,PLSRegression,0.5293,0.5136,0.4186,0.003,0.1263,0.09874062234764583,n.s.,{'model__n_components': 2},"humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.2
73,Pearson_gt0.20,5,PLSRegression,0.5258,0.5141,0.4142,0.0011,0.1257,0.10034069486887079,n.s.,{'model__n_components': 2},"inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",0.2
74,Pearson_gt0.30,5,PLSRegression,0.5258,0.5141,0.4142,0.0011,0.1257,0.10034069486887079,n.s.,{'model__n_components': 2},"inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity, score_velocity, Feat_Resilient_Explorer",0.1
75,Pearson_gt0.15,10,HuberRegressor,0.5297,0.5145,0.4154,-0.0003,0.1249,0.10245164619634367,n.s.,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
76,RF_Importance_med,40,Lasso,0.5285,0.5141,0.4151,0.0012,0.1236,0.10634417367509698,n.s.,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
77,RF_Importance_p80,16,SVR_RBF,0.5281,0.512,0.4107,0.0091,0.1232,0.10725746272570288,n.s.,"{'model__gamma': 'scale', 'model__epsilon': 0.5, 'model__C': 0.1}","score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",1.2
78,MutualInfo_p70,24,ElasticNet,0.5314,0.5139,0.415,0.002,0.1225,0.10950927048285389,n.s.,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",0.5
79,Spearman_gt0.30,5,Ridge,0.5261,0.5122,0.4133,0.0084,0.1216,0.11209579125504159,n.s.,{'model__alpha': 500.0},"sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.3
80,Kendall_gt0.15,5,Ridge,0.5261,0.5122,0.4133,0.0084,0.1216,0.11209579125504159,n.s.,{'model__alpha': 500.0},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
81,Kendall_gt0.20,5,Ridge,0.5261,0.5122,0.4133,0.0084,0.1216,0.11209579125504159,n.s.,{'model__alpha': 500.0},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
82,RF_Importance_med,40,SVR_RBF,0.5304,0.5119,0.4148,0.0095,0.1211,0.11362884109918038,n.s.,"{'model__gamma': 0.001, 'model__epsilon': 0.1, 'model__C': 0.1}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",2.0
83,Kendall_gt0.15,5,CatBoost,0.5287,0.5132,0.4146,0.0046,0.121,0.11383078249919873,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",2.9
84,Kendall_gt0.20,5,CatBoost,0.5287,0.5132,0.4146,0.0046,0.121,0.11383078249919873,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",3.1
85,Spearman_gt0.30,5,RandomForest,0.5357,0.5149,0.4138,-0.0022,0.1203,0.11592820482744623,n.s.,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",3.7
86,Kendall_gt0.15,5,RandomForest,0.5359,0.516,0.4166,-0.0063,0.12,0.11674174759939417,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",4.1
87,Kendall_gt0.20,5,RandomForest,0.5359,0.516,0.4166,-0.0063,0.12,0.11674174759939417,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",3.8
88,MutualInfo_p80,16,XGBoost,0.5426,0.5237,0.4195,-0.0364,0.1196,0.1181272867372854,n.s.,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",4.2
89,MutualInfo_p80,16,CatBoost,0.5281,0.5131,0.4123,0.0048,0.1193,0.1191606296915641,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",3.6
90,Lasso_NonZero,28,XGBoost,0.5438,0.5272,0.4222,-0.0504,0.119,0.11996461216028347,n.s.,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","struggle_ratio, grind_capacity, score_velocity, hint_reading_duration, hint_reliance_ratio, tuas_dominance, keypad_dominance, hesitation_penalty, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",10.9
91,Spearman_gt0.15,13,ElasticNet,0.5267,0.5139,0.4142,0.0019,0.1189,0.1202481574565432,n.s.,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
92,Kendall_gt0.10,13,ElasticNet,0.5267,0.5139,0.4142,0.0019,0.1189,0.1202481574565432,n.s.,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
93,Spearman_gt0.20,1,RandomForest,0.5457,0.5169,0.4224,-0.0096,0.1188,0.12072441217509405,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}",sum_weighted_score,3.4
94,Spearman_gt0.15,13,PLSRegression,0.5283,0.5152,0.4143,-0.0032,0.1181,0.12278939882284517,n.s.,{'model__n_components': 3},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
95,Kendall_gt0.10,13,PLSRegression,0.5283,0.5152,0.4143,-0.0032,0.1181,0.12278939882284517,n.s.,{'model__n_components': 3},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
96,Spearman_gt0.15,13,MLP_Regressor,0.5437,0.5222,0.4188,-0.0308,0.1181,0.1227304545603709,n.s.,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",10.7
97,Kendall_gt0.10,13,MLP_Regressor,0.5437,0.5222,0.4188,-0.0308,0.1181,0.1227304545603709,n.s.,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",10.9
98,MutualInfo_p80,16,RandomForest,0.5281,0.5149,0.4134,-0.0019,0.1178,0.12372259940486795,n.s.,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",4.2
99,Spearman_gt0.15,13,RandomForest,0.531,0.5159,0.4144,-0.006,0.1174,0.12500983999812607,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.0
100,Kendall_gt0.10,13,RandomForest,0.531,0.5159,0.4144,-0.006,0.1174,0.12500983999812607,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.4
101,RFE_Ridge_Top20,20,CatBoost,0.5299,0.5134,0.4127,0.0036,0.1163,0.12867654730427677,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","struggle_ratio, apathy_speed, engagement_persistence, carefulness_index, time_diff_phase3_vs_phase1, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, PCA_Performance_Star, inter_exploratory_brilliance, Feat_Cognitive_Waste, Mutant_Omega_Curiosity",5.0
102,RFE_Ridge_Top30,30,CatBoost,0.529,0.5134,0.4134,0.0038,0.1155,0.1313717430942115,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, humility_challenging, struggle_ratio, hard_challenge_efficiency, apathy_speed, engagement_persistence, carefulness_index, time_diff_phase3_vs_phase1, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, PCA_Performance_Star, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_Omega_Curiosity",6.9
103,RF_Importance_p80,16,XGBoost,0.5374,0.524,0.4212,-0.0377,0.1151,0.13281302942557535,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",10.5
104,Spearman_gt0.15,13,Lasso,0.5266,0.514,0.4139,0.0014,0.1146,0.13437025347121687,n.s.,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
105,Kendall_gt0.10,13,Lasso,0.5266,0.514,0.4139,0.0014,0.1146,0.13437025347121687,n.s.,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
106,MutualInfo_p70,24,Lasso,0.5313,0.5139,0.4156,0.0017,0.1144,0.13511097619899232,n.s.,{'model__alpha': 0.01},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",0.4
107,Spearman_gt0.15,13,XGBoost,0.5388,0.5232,0.421,-0.0345,0.1143,0.13547689207790842,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.7
108,Kendall_gt0.10,13,XGBoost,0.5388,0.5232,0.421,-0.0345,0.1143,0.13547689207790842,n.s.,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.9
109,Spearman_gt0.30,5,KNN_Regressor,0.5397,0.5267,0.4233,-0.0484,0.113,0.13992931882488688,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.3
110,Kendall_gt0.15,5,KNN_Regressor,0.5397,0.5267,0.4233,-0.0484,0.113,0.13992931882488688,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
111,Kendall_gt0.20,5,KNN_Regressor,0.5397,0.5267,0.4233,-0.0484,0.113,0.13992931882488688,n.s.,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
112,RF_Importance_p90,8,SVR_RBF,0.5254,0.5127,0.4127,0.0067,0.1124,0.141969600418747,n.s.,"{'model__gamma': 'scale', 'model__epsilon': 0.5, 'model__C': 0.1}","score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity",1.1
113,RF_Importance_med,40,Ridge,0.5282,0.5143,0.4156,0.0004,0.1123,0.14235029323555806,n.s.,{'model__alpha': 500.0},"sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.4
